step,count_grazer,count_parasite,count_phytoplankton,count_copepod,count_copepodInf,count_stickleback,count_sticklebackInf,n_copepod,seed
649,0,0,5000,0,0,100,41,300,249
650,0,0,5000,0,0,100,41,300,249
651,0,0,5000,0,0,100,41,300,249
652,0,0,5000,0,0,100,41,300,249
653,0,0,5000,0,0,100,41,300,249
654,0,0,5000,0,0,100,41,300,249
655,0,0,5000,0,0,100,41,300,249
656,0,0,5000,0,0,100,41,300,249
657,0,0,5000,0,0,100,41,300,249
658,0,0,5000,0,0,100,41,300,249
659,0,0,5000,0,0,100,41,300,249
660,0,0,5000,0,0,100,41,300,249
661,0,0,5000,0,0,100,41,300,249
662,0,0,5000,0,0,100,41,300,249
663,0,0,5000,0,0,100,41,300,249
664,0,0,5000,0,0,100,41,300,249
665,0,0,5000,0,0,100,41,300,249
666,0,0,5000,0,0,100,41,300,249
667,0,0,5000,0,0,100,41,300,249
668,0,0,5000,0,0,100,41,300,249
669,0,0,5000,0,0,100,41,300,249
670,0,0,5000,0,0,100,41,300,249
671,0,0,5000,0,0,100,41,300,249
672,0,0,5000,0,0,100,41,300,249
673,0,0,5000,0,0,100,41,300,249
674,0,0,5000,0,0,100,41,300,249
675,0,0,5000,0,0,100,41,300,249
676,0,0,5000,0,0,100,41,300,249
677,0,0,5000,0,0,100,41,300,249
678,0,0,5000,0,0,100,41,300,249
679,0,0,5000,0,0,100,41,300,249
680,0,0,5000,0,0,100,41,300,249
681,0,0,5000,0,0,100,41,300,249
682,0,0,5000,0,0,100,41,300,249
683,0,0,5000,0,0,100,41,300,249
684,0,0,5000,0,0,100,41,300,249
685,0,0,5000,0,0,100,41,300,249
686,0,0,5000,0,0,100,41,300,249
687,0,0,5000,0,0,100,41,300,249
688,0,0,5000,0,0,100,41,300,249
689,0,0,5000,0,0,100,41,300,249
690,0,0,5000,0,0,100,41,300,249
691,0,0,5000,0,0,100,41,300,249
692,0,0,5000,0,0,100,41,300,249
693,0,0,5000,0,0,100,41,300,249
694,0,0,5000,0,0,100,41,300,249
695,0,0,5000,0,0,100,41,300,249
696,0,0,5000,0,0,100,41,300,249
697,0,0,5000,0,0,100,41,300,249
698,0,0,5000,0,0,100,41,300,249
699,0,0,5000,0,0,100,41,300,249
700,0,0,5000,0,0,100,41,300,249
701,0,0,5000,0,0,100,41,300,249
702,0,0,5000,0,0,100,41,300,249
703,0,0,5000,0,0,100,41,300,249
704,0,0,5000,0,0,100,41,300,249
705,0,0,5000,0,0,100,41,300,249
706,0,0,5000,0,0,100,41,300,249
707,0,0,5000,0,0,100,41,300,249
708,0,0,5000,0,0,100,41,300,249
709,0,0,5000,0,0,100,41,300,249
710,0,0,5000,0,0,100,41,300,249
711,0,0,5000,0,0,100,41,300,249
712,0,0,5000,0,0,100,41,300,249
713,0,0,5000,0,0,100,41,300,249
714,0,0,5000,0,0,100,41,300,249
715,0,0,5000,0,0,100,41,300,249
716,0,0,5000,0,0,100,41,300,249
717,0,0,5000,0,0,100,41,300,249
718,0,0,5000,0,0,100,41,300,249
719,0,0,5000,0,0,100,41,300,249
720,0,0,5000,0,0,100,41,300,249
721,0,0,5000,0,0,100,41,300,249
722,0,0,5000,0,0,100,41,300,249
723,0,0,5000,0,0,100,41,300,249
724,0,0,5000,0,0,100,41,300,249
725,0,0,5000,0,0,100,41,300,249
726,0,0,5000,0,0,100,41,300,249
727,0,0,5000,0,0,100,41,300,249
728,0,0,5000,0,0,100,41,300,249
729,0,0,5000,0,0,100,41,300,249
730,0,0,5000,0,0,100,41,300,249
731,0,0,5000,0,0,100,41,300,249
732,0,0,5000,0,0,100,41,300,249
733,0,0,5000,0,0,100,41,300,249
734,0,0,5000,0,0,100,41,300,249
735,0,0,5000,0,0,100,41,300,249
736,0,0,5000,0,0,100,41,300,249
737,0,0,5000,0,0,100,41,300,249
738,0,0,5000,0,0,100,41,300,249
739,0,0,5000,0,0,100,41,300,249
740,0,0,5000,0,0,100,41,300,249
741,0,0,5000,0,0,100,41,300,249
742,0,0,5000,0,0,100,41,300,249
743,0,0,5000,0,0,100,41,300,249
744,0,0,5000,0,0,100,41,300,249
745,0,0,5000,0,0,100,41,300,249
746,0,0,5000,0,0,100,41,300,249
747,0,0,5000,0,0,100,41,300,249
748,0,0,5000,0,0,100,41,300,249
749,0,0,5000,0,0,100,41,300,249
750,0,0,5000,0,0,100,41,300,249
751,0,0,5000,0,0,100,41,300,249
752,0,0,5000,0,0,100,41,300,249
753,0,0,5000,0,0,100,41,300,249
754,0,0,5000,0,0,100,41,300,249
755,0,0,5000,0,0,100,41,300,249
756,0,0,5000,0,0,100,41,300,249
757,0,0,5000,0,0,100,41,300,249
758,0,0,5000,0,0,100,41,300,249
759,0,0,5000,0,0,100,41,300,249
760,0,0,5000,0,0,100,41,300,249
761,0,0,5000,0,0,100,41,300,249
762,0,0,5000,0,0,100,41,300,249
763,0,0,5000,0,0,100,41,300,249
764,0,0,5000,0,0,100,41,300,249
765,0,0,5000,0,0,100,41,300,249
766,0,0,5000,0,0,100,41,300,249
767,0,0,5000,0,0,100,41,300,249
768,0,0,5000,0,0,100,41,300,249
769,0,0,5000,0,0,100,41,300,249
770,0,0,5000,0,0,100,41,300,249
771,0,0,5000,0,0,100,41,300,249
772,0,0,5000,0,0,100,41,300,249
773,0,0,5000,0,0,100,41,300,249
774,0,0,5000,0,0,100,41,300,249
775,0,0,5000,0,0,100,41,300,249
776,0,0,5000,0,0,100,41,300,249
777,0,0,5000,0,0,100,41,300,249
778,0,0,5000,0,0,100,41,300,249
779,0,0,5000,0,0,100,41,300,249
780,0,0,5000,0,0,100,41,300,249
781,0,0,5000,0,0,100,41,300,249
782,0,0,5000,0,0,100,41,300,249
783,0,0,5000,0,0,100,41,300,249
784,0,0,5000,0,0,100,41,300,249
785,0,0,5000,0,0,100,41,300,249
786,0,0,5000,0,0,100,41,300,249
787,0,0,5000,0,0,100,41,300,249
788,0,0,5000,0,0,100,41,300,249
789,0,0,5000,0,0,100,41,300,249
790,0,0,5000,0,0,100,41,300,249
791,0,0,5000,0,0,100,41,300,249
792,0,0,5000,0,0,100,41,300,249
793,0,0,5000,0,0,100,41,300,249
794,0,0,5000,0,0,100,41,300,249
795,0,0,5000,0,0,100,41,300,249
796,0,0,5000,0,0,100,41,300,249
797,0,0,5000,0,0,100,41,300,249
798,0,0,5000,0,0,100,41,300,249
799,0,0,5000,0,0,100,41,300,249
800,0,0,5000,0,0,100,41,300,249
801,0,0,5000,0,0,100,41,300,249
802,0,0,5000,0,0,100,41,300,249
803,0,0,5000,0,0,100,41,300,249
804,0,0,5000,0,0,100,41,300,249
805,0,0,5000,0,0,100,41,300,249
806,0,0,5000,0,0,100,41,300,249
807,0,0,5000,0,0,100,41,300,249
808,0,0,5000,0,0,100,41,300,249
809,0,0,5000,0,0,100,41,300,249
810,0,0,5000,0,0,100,41,300,249
811,0,0,5000,0,0,100,41,300,249
812,0,0,5000,0,0,100,41,300,249
813,0,0,5000,0,0,100,41,300,249
814,0,0,5000,0,0,100,41,300,249
815,0,0,5000,0,0,100,41,300,249
816,0,0,5000,0,0,100,41,300,249
817,0,0,5000,0,0,100,41,300,249
818,0,0,5000,0,0,100,41,300,249
819,0,0,5000,0,0,100,41,300,249
820,0,0,5000,0,0,100,41,300,249
821,0,0,5000,0,0,100,41,300,249
822,0,0,5000,0,0,100,41,300,249
823,0,0,5000,0,0,100,41,300,249
824,0,0,5000,0,0,100,41,300,249
825,0,0,5000,0,0,100,41,300,249
826,0,0,5000,0,0,100,41,300,249
827,0,0,5000,0,0,100,41,300,249
828,0,0,5000,0,0,100,41,300,249
829,0,0,5000,0,0,100,41,300,249
830,0,0,5000,0,0,100,41,300,249
831,0,0,5000,0,0,100,41,300,249
832,0,0,5000,0,0,100,41,300,249
833,0,0,5000,0,0,100,41,300,249
834,0,0,5000,0,0,100,41,300,249
835,0,0,5000,0,0,100,41,300,249
836,0,0,5000,0,0,100,41,300,249
837,0,0,5000,0,0,100,41,300,249
838,0,0,5000,0,0,100,41,300,249
839,0,0,5000,0,0,100,41,300,249
840,0,0,5000,0,0,100,41,300,249
841,0,0,5000,0,0,100,41,300,249
842,0,0,5000,0,0,100,41,300,249
843,0,0,5000,0,0,100,41,300,249
844,0,0,5000,0,0,100,41,300,249
845,0,0,5000,0,0,100,41,300,249
846,0,0,5000,0,0,100,41,300,249
847,0,0,5000,0,0,100,41,300,249
848,0,0,5000,0,0,100,41,300,249
849,0,0,5000,0,0,100,41,300,249
850,0,0,5000,0,0,100,41,300,249
851,0,0,5000,0,0,100,41,300,249
852,0,0,5000,0,0,100,41,300,249
853,0,0,5000,0,0,100,41,300,249
854,0,0,5000,0,0,100,41,300,249
855,0,0,5000,0,0,100,41,300,249
856,0,0,5000,0,0,100,41,300,249
857,0,0,5000,0,0,100,41,300,249
858,0,0,5000,0,0,100,41,300,249
859,0,0,5000,0,0,100,41,300,249
860,0,0,5000,0,0,100,41,300,249
861,0,0,5000,0,0,100,41,300,249
862,0,0,5000,0,0,100,41,300,249
863,0,0,5000,0,0,100,41,300,249
864,0,0,5000,0,0,100,41,300,249
865,0,0,5000,0,0,100,41,300,249
866,0,0,5000,0,0,100,41,300,249
867,0,0,5000,0,0,100,41,300,249
868,0,0,5000,0,0,100,41,300,249
869,0,0,5000,0,0,100,41,300,249
870,0,0,5000,0,0,100,41,300,249
871,0,0,5000,0,0,100,41,300,249
872,0,0,5000,0,0,100,41,300,249
873,0,0,5000,0,0,100,41,300,249
874,0,0,5000,0,0,100,41,300,249
875,0,0,5000,0,0,100,41,300,249
876,0,0,5000,0,0,100,41,300,249
877,0,0,5000,0,0,100,41,300,249
878,0,0,5000,0,0,100,41,300,249
879,0,0,5000,0,0,100,41,300,249
880,0,0,5000,0,0,100,41,300,249
881,0,0,5000,0,0,100,41,300,249
882,0,0,5000,0,0,100,41,300,249
883,0,0,5000,0,0,100,41,300,249
884,0,0,5000,0,0,100,41,300,249
885,0,0,5000,0,0,100,41,300,249
886,0,0,5000,0,0,100,41,300,249
887,0,0,5000,0,0,100,41,300,249
888,0,0,5000,0,0,100,41,300,249
889,0,0,5000,0,0,100,41,300,249
890,0,0,5000,0,0,100,41,300,249
891,0,0,5000,0,0,100,41,300,249
892,0,0,5000,0,0,100,41,300,249
893,0,0,5000,0,0,100,41,300,249
894,0,0,5000,0,0,100,41,300,249
895,0,0,5000,0,0,100,41,300,249
896,0,0,5000,0,0,100,41,300,249
897,0,0,5000,0,0,100,41,300,249
898,0,0,5000,0,0,100,41,300,249
899,0,0,5000,0,0,100,41,300,249
900,0,0,5000,0,0,100,41,300,249
901,0,0,5000,0,0,100,41,300,249
902,0,0,5000,0,0,100,41,300,249
903,0,0,5000,0,0,100,41,300,249
904,0,0,5000,0,0,100,41,300,249
905,0,0,5000,0,0,100,41,300,249
906,0,0,5000,0,0,100,41,300,249
907,0,0,5000,0,0,100,41,300,249
908,0,0,5000,0,0,100,41,300,249
909,0,0,5000,0,0,100,41,300,249
910,0,0,5000,0,0,100,41,300,249
911,0,0,5000,0,0,100,41,300,249
912,0,0,5000,0,0,100,41,300,249
913,0,0,5000,0,0,100,41,300,249
914,0,0,5000,0,0,100,41,300,249
915,0,0,5000,0,0,100,41,300,249
916,0,0,5000,0,0,100,41,300,249
917,0,0,5000,0,0,100,41,300,249
918,0,0,5000,0,0,100,41,300,249
919,0,0,5000,0,0,100,41,300,249
920,0,0,5000,0,0,100,41,300,249
921,0,0,5000,0,0,100,41,300,249
922,0,0,5000,0,0,100,41,300,249
923,0,0,5000,0,0,100,41,300,249
924,0,0,5000,0,0,100,41,300,249
925,0,0,5000,0,0,100,41,300,249
926,0,0,5000,0,0,100,41,300,249
927,0,0,5000,0,0,100,41,300,249
928,0,0,5000,0,0,100,41,300,249
929,0,0,5000,0,0,100,41,300,249
930,0,0,5000,0,0,100,41,300,249
931,0,0,5000,0,0,100,41,300,249
932,0,0,5000,0,0,100,41,300,249
933,0,0,5000,0,0,100,41,300,249
934,0,0,5000,0,0,100,41,300,249
935,0,0,5000,0,0,100,41,300,249
936,0,0,5000,0,0,100,41,300,249
937,0,0,5000,0,0,100,41,300,249
938,0,0,5000,0,0,100,41,300,249
939,0,0,5000,0,0,100,41,300,249
940,0,0,5000,0,0,100,41,300,249
941,0,0,5000,0,0,100,41,300,249
942,0,0,5000,0,0,100,41,300,249
943,0,0,5000,0,0,100,41,300,249
944,0,0,5000,0,0,100,41,300,249
945,0,0,5000,0,0,100,41,300,249
946,0,0,5000,0,0,100,41,300,249
947,0,0,5000,0,0,100,41,300,249
948,0,0,5000,0,0,100,41,300,249
949,0,0,5000,0,0,100,41,300,249
950,0,0,5000,0,0,100,41,300,249
951,0,0,5000,0,0,100,41,300,249
952,0,0,5000,0,0,100,41,300,249
953,0,0,5000,0,0,100,41,300,249
954,0,0,5000,0,0,100,41,300,249
955,0,0,5000,0,0,100,41,300,249
956,0,0,5000,0,0,100,41,300,249
957,0,0,5000,0,0,100,41,300,249
958,0,0,5000,0,0,100,41,300,249
959,0,0,5000,0,0,100,41,300,249
960,0,0,5000,0,0,100,41,300,249
961,0,0,5000,0,0,100,41,300,249
962,0,0,5000,0,0,100,41,300,249
963,0,0,5000,0,0,100,41,300,249
964,0,0,5000,0,0,100,41,300,249
965,0,0,5000,0,0,100,41,300,249
966,0,0,5000,0,0,100,41,300,249
967,0,0,5000,0,0,100,41,300,249
968,0,0,5000,0,0,100,41,300,249
969,0,0,5000,0,0,100,41,300,249
970,0,0,5000,0,0,100,41,300,249
971,0,0,5000,0,0,100,41,300,249
972,0,0,5000,0,0,100,41,300,249
973,0,0,5000,0,0,100,41,300,249
974,0,0,5000,0,0,100,41,300,249
975,0,0,5000,0,0,100,41,300,249
976,0,0,5000,0,0,100,41,300,249
977,0,0,5000,0,0,100,41,300,249
978,0,0,5000,0,0,100,41,300,249
979,0,0,5000,0,0,100,41,300,249
980,0,0,5000,0,0,100,41,300,249
981,0,0,5000,0,0,100,41,300,249
982,0,0,5000,0,0,100,41,300,249
983,0,0,5000,0,0,100,41,300,249
984,0,0,5000,0,0,100,41,300,249
985,0,0,5000,0,0,100,41,300,249
986,0,0,5000,0,0,100,41,300,249
987,0,0,5000,0,0,100,41,300,249
988,0,0,5000,0,0,100,41,300,249
989,0,0,5000,0,0,100,41,300,249
990,0,0,5000,0,0,100,41,300,249
991,0,0,5000,0,0,100,41,300,249
992,0,0,5000,0,0,100,41,300,249
993,0,0,5000,0,0,100,41,300,249
994,0,0,5000,0,0,100,41,300,249
995,0,0,5000,0,0,100,41,300,249
996,0,0,5000,0,0,100,41,300,249
997,0,0,5000,0,0,100,41,300,249
998,0,0,5000,0,0,100,41,300,249
999,0,0,5000,0,0,100,41,300,249
1000,0,0,5000,0,0,100,41,300,249
1001,0,0,5000,0,0,100,41,300,249
1002,0,0,5000,0,0,100,41,300,249
1003,0,0,5000,0,0,100,41,300,249
1004,0,0,5000,0,0,100,41,300,249
1005,0,0,5000,0,0,100,41,300,249
1006,0,0,5000,0,0,100,41,300,249
1007,0,0,5000,0,0,100,41,300,249
1008,0,0,5000,0,0,100,41,300,249
1009,0,0,5000,0,0,100,41,300,249
1010,0,0,5000,0,0,100,41,300,249
1011,0,0,5000,0,0,100,41,300,249
1012,0,0,5000,0,0,100,41,300,249
1013,0,0,5000,0,0,100,41,300,249
1014,0,0,5000,0,0,100,41,300,249
1015,0,0,5000,0,0,100,41,300,249
1016,0,0,5000,0,0,100,41,300,249
1017,0,0,5000,0,0,100,41,300,249
1018,0,0,5000,0,0,100,41,300,249
1019,0,0,5000,0,0,100,41,300,249
1020,0,0,5000,0,0,100,41,300,249
1021,0,0,5000,0,0,100,41,300,249
1022,0,0,5000,0,0,100,41,300,249
1023,0,0,5000,0,0,100,41,300,249
1024,0,0,5000,0,0,100,41,300,249
1025,0,0,5000,0,0,100,41,300,249
1026,0,0,5000,0,0,100,41,300,249
1027,0,0,5000,0,0,100,41,300,249
1028,0,0,5000,0,0,100,41,300,249
1029,0,0,5000,0,0,100,41,300,249
1030,0,0,5000,0,0,100,41,300,249
1031,0,0,5000,0,0,100,41,300,249
1032,0,0,5000,0,0,100,41,300,249
1033,0,0,5000,0,0,100,41,300,249
1034,0,0,5000,0,0,100,41,300,249
1035,0,0,5000,0,0,100,41,300,249
1036,0,0,5000,0,0,100,41,300,249
1037,0,0,5000,0,0,100,41,300,249
1038,0,0,5000,0,0,100,41,300,249
1039,0,0,5000,0,0,100,41,300,249
1040,0,0,5000,0,0,100,41,300,249
1041,0,0,5000,0,0,100,41,300,249
1042,0,0,5000,0,0,100,41,300,249
1043,0,0,5000,0,0,100,41,300,249
1044,0,0,5000,0,0,100,41,300,249
1045,0,0,5000,0,0,100,41,300,249
1046,0,0,5000,0,0,100,41,300,249
1047,0,0,5000,0,0,100,41,300,249
1048,0,0,5000,0,0,100,41,300,249
1049,0,0,5000,0,0,100,41,300,249
1050,0,0,5000,0,0,100,41,300,249
1051,0,0,5000,0,0,100,41,300,249
1052,0,0,5000,0,0,100,41,300,249
1053,0,0,5000,0,0,100,41,300,249
1054,0,0,5000,0,0,100,41,300,249
1055,0,0,5000,0,0,100,41,300,249
1056,0,0,5000,0,0,100,41,300,249
1057,0,0,5000,0,0,100,41,300,249
1058,0,0,5000,0,0,100,41,300,249
1059,0,0,5000,0,0,100,41,300,249
1060,0,0,5000,0,0,100,41,300,249
1061,0,0,5000,0,0,100,41,300,249
1062,0,0,5000,0,0,100,41,300,249
1063,0,0,5000,0,0,100,41,300,249
1064,0,0,5000,0,0,100,41,300,249
1065,0,0,5000,0,0,100,41,300,249
1066,0,0,5000,0,0,100,41,300,249
1067,0,0,5000,0,0,100,41,300,249
1068,0,0,5000,0,0,100,41,300,249
1069,0,0,5000,0,0,100,41,300,249
1070,0,0,5000,0,0,100,41,300,249
1071,0,0,5000,0,0,100,41,300,249
1072,0,0,5000,0,0,100,41,300,249
1073,0,0,5000,0,0,100,41,300,249
1074,0,0,5000,0,0,100,41,300,249
1075,0,0,5000,0,0,100,41,300,249
1076,0,0,5000,0,0,100,41,300,249
1077,0,0,5000,0,0,100,41,300,249
1078,0,0,5000,0,0,100,41,300,249
1079,0,0,5000,0,0,100,41,300,249
1080,0,0,5000,0,0,100,41,300,249
1081,0,0,5000,0,0,100,41,300,249
1082,0,0,5000,0,0,100,41,300,249
1083,0,0,5000,0,0,100,41,300,249
1084,0,0,5000,0,0,100,41,300,249
1085,0,0,5000,0,0,100,41,300,249
1086,0,0,5000,0,0,100,41,300,249
1087,0,0,5000,0,0,100,41,300,249
1088,0,0,5000,0,0,100,41,300,249
1089,0,0,5000,0,0,100,41,300,249
1090,0,0,5000,0,0,100,41,300,249
1091,0,0,5000,0,0,100,41,300,249
1092,0,0,5000,0,0,100,41,300,249
1093,0,0,5000,0,0,100,41,300,249
1094,0,0,5000,0,0,100,41,300,249
1095,0,0,5000,0,0,100,41,300,249
1096,0,0,5000,0,0,100,41,300,249
1097,0,0,5000,0,0,100,41,300,249
1098,0,0,5000,0,0,100,41,300,249
1099,0,0,5000,0,0,100,41,300,249
1100,0,0,5000,0,0,100,41,300,249
1101,0,0,5000,0,0,100,41,300,249
1102,0,0,5000,0,0,100,41,300,249
1103,0,0,5000,0,0,100,41,300,249
1104,0,0,5000,0,0,100,41,300,249
1105,0,0,5000,0,0,100,41,300,249
1106,0,0,5000,0,0,100,41,300,249
1107,0,0,5000,0,0,100,41,300,249
1108,0,0,5000,0,0,100,41,300,249
1109,0,0,5000,0,0,100,41,300,249
1110,0,0,5000,0,0,100,41,300,249
1111,0,0,5000,0,0,100,41,300,249
1112,0,0,5000,0,0,100,41,300,249
1113,0,0,5000,0,0,100,41,300,249
1114,0,0,5000,0,0,100,41,300,249
1115,0,0,5000,0,0,100,41,300,249
1116,0,0,5000,0,0,100,41,300,249
1117,0,0,5000,0,0,100,41,300,249
1118,0,0,5000,0,0,100,41,300,249
1119,0,0,5000,0,0,100,41,300,249
1120,0,0,5000,0,0,100,41,300,249
1121,0,0,5000,0,0,100,41,300,249
1122,0,0,5000,0,0,100,41,300,249
1123,0,0,5000,0,0,100,41,300,249
1124,0,0,5000,0,0,100,41,300,249
1125,0,0,5000,0,0,100,41,300,249
1126,0,0,5000,0,0,100,41,300,249
1127,0,0,5000,0,0,100,41,300,249
1128,0,0,5000,0,0,100,41,300,249
1129,0,0,5000,0,0,100,41,300,249
1130,0,0,5000,0,0,100,41,300,249
1131,0,0,5000,0,0,100,41,300,249
1132,0,0,5000,0,0,100,41,300,249
1133,0,0,5000,0,0,100,41,300,249
1134,0,0,5000,0,0,100,41,300,249
1135,0,0,5000,0,0,100,41,300,249
1136,0,0,5000,0,0,100,41,300,249
1137,0,0,5000,0,0,100,41,300,249
1138,0,0,5000,0,0,100,41,300,249
1139,0,0,5000,0,0,100,41,300,249
1140,0,0,5000,0,0,100,41,300,249
1141,0,0,5000,0,0,100,41,300,249
1142,0,0,5000,0,0,100,41,300,249
1143,0,0,5000,0,0,100,41,300,249
1144,0,0,5000,0,0,100,41,300,249
1145,0,0,5000,0,0,100,41,300,249
1146,0,0,5000,0,0,100,41,300,249
1147,0,0,5000,0,0,100,41,300,249
1148,0,0,5000,0,0,100,41,300,249
1149,0,0,5000,0,0,100,41,300,249
1150,0,0,5000,0,0,100,41,300,249
1151,0,0,5000,0,0,100,41,300,249
1152,0,0,5000,0,0,100,41,300,249
1153,0,0,5000,0,0,100,41,300,249
1154,0,0,5000,0,0,100,41,300,249
1155,0,0,5000,0,0,100,41,300,249
1156,0,0,5000,0,0,100,41,300,249
1157,0,0,5000,0,0,100,41,300,249
1158,0,0,5000,0,0,100,41,300,249
1159,0,0,5000,0,0,100,41,300,249
1160,0,0,5000,0,0,100,41,300,249
1161,0,0,5000,0,0,100,41,300,249
1162,0,0,5000,0,0,100,41,300,249
1163,0,0,5000,0,0,100,41,300,249
1164,0,0,5000,0,0,100,41,300,249
1165,0,0,5000,0,0,100,41,300,249
1166,0,0,5000,0,0,100,41,300,249
1167,0,0,5000,0,0,100,41,300,249
1168,0,0,5000,0,0,100,41,300,249
1169,0,0,5000,0,0,100,41,300,249
1170,0,0,5000,0,0,100,41,300,249
1171,0,0,5000,0,0,100,41,300,249
1172,0,0,5000,0,0,100,41,300,249
1173,0,0,5000,0,0,100,41,300,249
1174,0,0,5000,0,0,100,41,300,249
1175,0,0,5000,0,0,100,41,300,249
1176,0,0,5000,0,0,100,41,300,249
1177,0,0,5000,0,0,100,41,300,249
1178,0,0,5000,0,0,100,41,300,249
1179,0,0,5000,0,0,100,41,300,249
1180,0,0,5000,0,0,100,41,300,249
1181,0,0,5000,0,0,100,41,300,249
1182,0,0,5000,0,0,100,41,300,249
1183,0,0,5000,0,0,100,41,300,249
1184,0,0,5000,0,0,100,41,300,249
1185,0,0,5000,0,0,100,41,300,249
1186,0,0,5000,0,0,100,41,300,249
1187,0,0,5000,0,0,100,41,300,249
1188,0,0,5000,0,0,100,41,300,249
1189,0,0,5000,0,0,100,41,300,249
1190,0,0,5000,0,0,100,41,300,249
1191,0,0,5000,0,0,100,41,300,249
1192,0,0,5000,0,0,100,41,300,249
1193,0,0,5000,0,0,100,41,300,249
1194,0,0,5000,0,0,100,41,300,249
1195,0,0,5000,0,0,100,41,300,249
1196,0,0,5000,0,0,100,41,300,249
1197,0,0,5000,0,0,100,41,300,249
1198,0,0,5000,0,0,100,41,300,249
1199,0,0,5000,0,0,100,41,300,249
1200,0,0,5000,0,0,100,41,300,249
1201,0,0,5000,0,0,100,41,300,249
1202,0,0,5000,0,0,100,41,300,249
1203,0,0,5000,0,0,100,41,300,249
1204,0,0,5000,0,0,100,41,300,249
1205,0,0,5000,0,0,100,41,300,249
1206,0,0,5000,0,0,100,41,300,249
1207,0,0,5000,0,0,100,41,300,249
1208,0,0,5000,0,0,100,41,300,249
1209,0,0,5000,0,0,100,41,300,249
1210,0,0,5000,0,0,100,41,300,249
1211,0,0,5000,0,0,100,41,300,249
1212,0,0,5000,0,0,100,41,300,249
1213,0,0,5000,0,0,100,41,300,249
1214,0,0,5000,0,0,100,41,300,249
1215,0,0,5000,0,0,100,41,300,249
1216,0,0,5000,0,0,100,41,300,249
1217,0,0,5000,0,0,100,41,300,249
1218,0,0,5000,0,0,100,41,300,249
1219,0,0,5000,0,0,100,41,300,249
1220,0,0,5000,0,0,100,41,300,249
1221,0,0,5000,0,0,100,41,300,249
1222,0,0,5000,0,0,100,41,300,249
1223,0,0,5000,0,0,100,41,300,249
1224,0,0,5000,0,0,100,41,300,249
1225,0,0,5000,0,0,100,41,300,249
1226,0,0,5000,0,0,100,41,300,249
1227,0,0,5000,0,0,100,41,300,249
1228,0,0,5000,0,0,100,41,300,249
1229,0,0,5000,0,0,100,41,300,249
1230,0,0,5000,0,0,100,41,300,249
1231,0,0,5000,0,0,100,41,300,249
1232,0,0,5000,0,0,100,41,300,249
1233,0,0,5000,0,0,100,41,300,249
1234,0,0,5000,0,0,100,41,300,249
1235,0,0,5000,0,0,100,41,300,249
1236,0,0,5000,0,0,100,41,300,249
1237,0,0,5000,0,0,100,41,300,249
1238,0,0,5000,0,0,100,41,300,249
1239,0,0,5000,0,0,100,41,300,249
1240,0,0,5000,0,0,100,41,300,249
1241,0,0,5000,0,0,100,41,300,249
1242,0,0,5000,0,0,100,41,300,249
1243,0,0,5000,0,0,100,41,300,249
1244,0,0,5000,0,0,100,41,300,249
1245,0,0,5000,0,0,100,41,300,249
1246,0,0,5000,0,0,100,41,300,249
1247,0,0,5000,0,0,100,41,300,249
1248,0,0,5000,0,0,100,41,300,249
1249,0,0,5000,0,0,100,41,300,249
1250,0,0,5000,0,0,100,41,300,249
1251,0,0,5000,0,0,100,41,300,249
1252,0,0,5000,0,0,100,41,300,249
1253,0,0,5000,0,0,100,41,300,249
1254,0,0,5000,0,0,100,41,300,249
1255,0,0,5000,0,0,100,41,300,249
1256,0,0,5000,0,0,100,41,300,249
1257,0,0,5000,0,0,100,41,300,249
1258,0,0,5000,0,0,100,41,300,249
1259,0,0,5000,0,0,100,41,300,249
1260,0,0,5000,0,0,100,41,300,249
1261,0,0,5000,0,0,100,41,300,249
1262,0,0,5000,0,0,100,41,300,249
1263,0,0,5000,0,0,100,41,300,249
1264,0,0,5000,0,0,100,41,300,249
1265,0,0,5000,0,0,100,41,300,249
1266,0,0,5000,0,0,100,41,300,249
1267,0,0,5000,0,0,100,41,300,249
1268,0,0,5000,0,0,100,41,300,249
1269,0,0,5000,0,0,100,41,300,249
1270,0,0,5000,0,0,100,41,300,249
1271,0,0,5000,0,0,100,41,300,249
1272,0,0,5000,0,0,100,41,300,249
1273,0,0,5000,0,0,100,41,300,249
1274,0,0,5000,0,0,100,41,300,249
1275,0,0,5000,0,0,100,41,300,249
1276,0,0,5000,0,0,100,41,300,249
1277,0,0,5000,0,0,100,41,300,249
1278,0,0,5000,0,0,100,41,300,249
1279,0,0,5000,0,0,100,41,300,249
1280,0,0,5000,0,0,100,41,300,249
1281,0,0,5000,0,0,100,41,300,249
1282,0,0,5000,0,0,100,41,300,249
1283,0,0,5000,0,0,100,41,300,249
1284,0,0,5000,0,0,100,41,300,249
1285,0,0,5000,0,0,100,41,300,249
1286,0,0,5000,0,0,100,41,300,249
1287,0,0,5000,0,0,100,41,300,249
1288,0,0,5000,0,0,100,41,300,249
1289,0,0,5000,0,0,100,41,300,249
1290,0,0,5000,0,0,100,41,300,249
1291,0,0,5000,0,0,100,41,300,249
1292,0,0,5000,0,0,100,41,300,249
1293,0,0,5000,0,0,100,41,300,249
1294,0,0,5000,0,0,100,41,300,249
1295,0,0,5000,0,0,100,41,300,249
1296,0,0,5000,0,0,100,41,300,249
1297,0,0,5000,0,0,100,41,300,249
