step,count_grazer,count_parasite,count_phytoplankton,count_copepod,count_copepodInf,count_stickleback,count_sticklebackInf,copepod_infected_vel,infected_feeding_rate,seed
30,0,7057,1276,187,4,20,1,1.5,10,10
31,0,6625,1381,187,3,20,1,1.5,10,10
32,0,6265,1484,163,2,20,0,1.5,10,10
33,0,5819,1585,157,0,20,1,1.5,10,10
34,0,5361,1729,149,0,20,0,1.5,10,10
35,0,4832,1849,135,2,20,0,1.5,10,10
36,0,4361,1966,137,2,20,0,1.5,10,10
37,0,3825,2110,150,2,20,0,1.5,10,10
38,0,3368,2307,144,1,20,0,1.5,10,10
39,0,2928,2489,142,1,20,0,1.5,10,10
40,0,2541,2665,134,1,20,0,1.5,10,10
41,0,2162,2818,140,1,20,0,1.5,10,10
42,0,1842,3064,136,0,20,0,1.5,10,10
43,0,1596,3264,129,0,20,0,1.5,10,10
44,0,1347,3500,122,0,20,0,1.5,10,10
45,0,1145,3710,138,0,20,0,1.5,10,10
46,0,979,3994,129,0,20,0,1.5,10,10
47,0,847,4252,111,0,20,0,1.5,10,10
48,0,676,4490,104,0,20,0,1.5,10,10
49,0,575,4831,97,0,20,0,1.5,10,10
50,0,489,5000,100,0,20,0,1.5,10,10
51,0,423,5000,64,0,20,0,1.5,10,10
52,0,355,5000,61,0,20,0,1.5,10,10
53,0,294,5000,66,0,20,0,1.5,10,10
54,0,242,5000,39,0,20,0,1.5,10,10
55,0,187,5000,29,0,20,0,1.5,10,10
56,0,121,5000,32,0,20,0,1.5,10,10
57,0,82,5000,23,0,20,0,1.5,10,10
58,0,56,5000,26,0,20,0,1.5,10,10
59,0,34,5000,30,0,20,0,1.5,10,10
60,0,25,5000,26,0,20,0,1.5,10,10
